role_id,role_title,role_description,required_skills
779,Machine Learning Specialist,"Responsible for sql, cloud, swift, react, pandas, c++ tasks and projects","sql,cloud,swift,react,pandas,c++"
780,Cloud Engineer,"Responsible for c#, numpy, pandas, css tasks and projects","c#,numpy,pandas,css"
781,Mobile Manager,"Responsible for solidity, airflow, python, java tasks and projects","solidity,airflow,python,java"
782,UI/UX Consultant,"Responsible for unity, html, swift, c#, css tasks and projects","unity,html,swift,c#,css"
783,Security Developer,"Responsible for node, aws, flutter, react, figma, pandas tasks and projects","node,aws,flutter,react,figma,pandas"
784,Blockchain Engineer,"Responsible for cloud, kotlin, pandas tasks and projects","cloud,kotlin,pandas"
785,Mobile Analyst,"Responsible for tensorflow, java, react, flutter, airflow tasks and projects","tensorflow,java,react,flutter,airflow"
786,DevOps Manager,"Responsible for docker, python, c++, adobe xd, spark tasks and projects","docker,python,c++,adobe xd,spark"
787,Product Engineer,"Responsible for java, solidity, django tasks and projects","java,solidity,django"
788,Mobile Consultant,"Responsible for javascript, react, sql, aws tasks and projects","javascript,react,sql,aws"
789,Frontend Designer,"Responsible for node, flask, solidity tasks and projects","node,flask,solidity"
790,Frontend Developer,"Responsible for numpy, unity, node, docker, airflow, adobe xd tasks and projects","numpy,unity,node,docker,airflow,adobe xd"
791,Security Scientist,"Responsible for cloud, unity, css tasks and projects","cloud,unity,css"
792,Mobile Scientist,"Responsible for kubernetes, javascript, c#, kotlin tasks and projects","kubernetes,javascript,c#,kotlin"
793,Data Specialist,"Responsible for sql, c++, adobe xd tasks and projects","sql,c++,adobe xd"
794,Product Manager,"Responsible for kotlin, kubernetes, python tasks and projects","kotlin,kubernetes,python"
795,Mobile Specialist,"Responsible for python, figma, c++, nlp, docker, django tasks and projects","python,figma,c++,nlp,docker,django"
796,UI/UX Scientist,"Responsible for react, spark, unity tasks and projects","react,spark,unity"
797,Cloud Consultant,"Responsible for c#, swift, tensorflow, airflow, aws tasks and projects","c#,swift,tensorflow,airflow,aws"
798,QA Consultant,"Responsible for tensorflow, pandas, numpy, flask, unity, docker tasks and projects","tensorflow,pandas,numpy,flask,unity,docker"
799,QA Engineer,"Responsible for aws, javascript, tensorflow, git, kubernetes tasks and projects","aws,javascript,tensorflow,git,kubernetes"
800,Full Stack Developer,"Responsible for react, docker, node tasks and projects","react,docker,node"
801,Blockchain Developer,"Responsible for tensorflow, numpy, azure, spark, python tasks and projects","tensorflow,numpy,azure,spark,python"
802,DevOps Developer,"Responsible for javascript, c#, unity tasks and projects","javascript,c#,unity"
803,Product Designer,"Responsible for kubernetes, aws, pandas, tensorflow, css tasks and projects","kubernetes,aws,pandas,tensorflow,css"
804,Frontend Administrator,"Responsible for git, numpy, html, kotlin, react, adobe xd tasks and projects","git,numpy,html,kotlin,react,adobe xd"
805,Machine Learning Architect,"Responsible for aws, figma, cloud, linux, react, flutter tasks and projects","aws,figma,cloud,linux,react,flutter"
806,Security Scientist,"Responsible for javascript, docker, kotlin, python, c# tasks and projects","javascript,docker,kotlin,python,c#"
807,Game Manager,"Responsible for pandas, node, python tasks and projects","pandas,node,python"
808,UI/UX Architect,"Responsible for java, c++, c# tasks and projects","java,c++,c#"
809,Embedded Designer,"Responsible for azure, c#, node, aws tasks and projects","azure,c#,node,aws"
810,QA Specialist,"Responsible for cloud, react, unity, spark, css, linux tasks and projects","cloud,react,unity,spark,css,linux"
811,Machine Learning Developer,"Responsible for azure, javascript, django, node, unity tasks and projects","azure,javascript,django,node,unity"
812,AI Consultant,"Responsible for kotlin, kubernetes, git, node tasks and projects","kotlin,kubernetes,git,node"
813,Frontend Engineer,"Responsible for javascript, git, pytorch, spark, aws, c# tasks and projects","javascript,git,pytorch,spark,aws,c#"
814,Mobile Designer,"Responsible for c++, adobe xd, figma, tensorflow, git tasks and projects","c++,adobe xd,figma,tensorflow,git"
815,Blockchain Developer,"Responsible for unity, flask, linux, azure, flutter tasks and projects","unity,flask,linux,azure,flutter"
816,Frontend Architect,"Responsible for python, docker, tensorflow tasks and projects","python,docker,tensorflow"
817,Machine Learning Designer,"Responsible for flask, java, django, linux, solidity, swift tasks and projects","flask,java,django,linux,solidity,swift"
818,Frontend Manager,"Responsible for solidity, azure, swift, node, linux tasks and projects","solidity,azure,swift,node,linux"
819,Marketing Analyst,"Responsible for pytorch, swift, node tasks and projects","pytorch,swift,node"
820,DevOps Analyst,"Responsible for node, nlp, azure, pytorch, flutter tasks and projects","node,nlp,azure,pytorch,flutter"
821,Cloud Developer,"Responsible for unity, solidity, nlp, pytorch, spark tasks and projects","unity,solidity,nlp,pytorch,spark"
822,Frontend Designer,"Responsible for python, aws, c++, tensorflow, sql, pandas tasks and projects","python,aws,c++,tensorflow,sql,pandas"
823,DevOps Developer,"Responsible for nlp, c#, tensorflow tasks and projects","nlp,c#,tensorflow"
824,Blockchain Architect,"Responsible for pytorch, react, figma, c#, adobe xd tasks and projects","pytorch,react,figma,c#,adobe xd"
825,Full Stack Engineer,"Responsible for linux, cloud, swift, flutter tasks and projects","linux,cloud,swift,flutter"
826,Cloud Scientist,"Responsible for tensorflow, docker, pandas, css, python, react tasks and projects","tensorflow,docker,pandas,css,python,react"
827,Cloud Architect,"Responsible for node, css, c#, swift, pytorch, javascript tasks and projects","node,css,c#,swift,pytorch,javascript"
828,Frontend Developer,"Responsible for git, css, kubernetes, django, javascript, pandas tasks and projects","git,css,kubernetes,django,javascript,pandas"
829,Full Stack Consultant,"Responsible for docker, tensorflow, java tasks and projects","docker,tensorflow,java"
830,Game Consultant,"Responsible for pandas, spark, swift, kubernetes, aws, figma tasks and projects","pandas,spark,swift,kubernetes,aws,figma"
831,Robotics Engineer,"Responsible for cloud, spark, docker, linux, node tasks and projects","cloud,spark,docker,linux,node"
832,Full Stack Analyst,"Responsible for airflow, adobe xd, flask, flutter, numpy, javascript tasks and projects","airflow,adobe xd,flask,flutter,numpy,javascript"
833,DevOps Specialist,"Responsible for solidity, nlp, kotlin, javascript tasks and projects","solidity,nlp,kotlin,javascript"
834,Embedded Administrator,"Responsible for adobe xd, cloud, pandas, c#, css tasks and projects","adobe xd,cloud,pandas,c#,css"
835,Blockchain Manager,"Responsible for kubernetes, linux, pytorch, azure, css, airflow tasks and projects","kubernetes,linux,pytorch,azure,css,airflow"
836,QA Manager,"Responsible for django, tensorflow, node tasks and projects","django,tensorflow,node"
837,Marketing Administrator,"Responsible for kubernetes, solidity, kotlin, unity, tensorflow tasks and projects","kubernetes,solidity,kotlin,unity,tensorflow"
838,QA Developer,"Responsible for c#, kubernetes, solidity, tensorflow, spark tasks and projects","c#,kubernetes,solidity,tensorflow,spark"
839,Cloud Consultant,"Responsible for html, node, c# tasks and projects","html,node,c#"
840,Data Manager,"Responsible for cloud, unity, airflow, c++, django tasks and projects","cloud,unity,airflow,c++,django"
841,Mobile Scientist,"Responsible for azure, adobe xd, swift, sql, airflow, django tasks and projects","azure,adobe xd,swift,sql,airflow,django"
842,Full Stack Engineer,"Responsible for numpy, node, linux, flask, solidity, sql tasks and projects","numpy,node,linux,flask,solidity,sql"
843,Cloud Administrator,"Responsible for kotlin, pytorch, aws, c++ tasks and projects","kotlin,pytorch,aws,c++"
844,Backend Architect,"Responsible for linux, swift, react, html, docker, numpy tasks and projects","linux,swift,react,html,docker,numpy"
845,Security Consultant,"Responsible for numpy, airflow, flutter, tensorflow, pandas tasks and projects","numpy,airflow,flutter,tensorflow,pandas"
846,Mobile Specialist,"Responsible for spark, azure, airflow tasks and projects","spark,azure,airflow"
847,Frontend Consultant,"Responsible for spark, unity, node tasks and projects","spark,unity,node"
848,Data Administrator,"Responsible for cloud, pandas, solidity, sql, linux tasks and projects","cloud,pandas,solidity,sql,linux"
849,Security Architect,"Responsible for azure, numpy, figma, sql, java, pytorch tasks and projects","azure,numpy,figma,sql,java,pytorch"
850,Backend Scientist,"Responsible for node, pytorch, c#, css, git, python tasks and projects","node,pytorch,c#,css,git,python"
851,Product Scientist,"Responsible for pandas, nlp, python, swift, pytorch tasks and projects","pandas,nlp,python,swift,pytorch"
852,Machine Learning Scientist,"Responsible for unity, nlp, c++ tasks and projects","unity,nlp,c++"
853,Frontend Architect,"Responsible for azure, tensorflow, django, git, adobe xd tasks and projects","azure,tensorflow,django,git,adobe xd"
854,UI/UX Analyst,"Responsible for kubernetes, python, swift, pytorch, c++ tasks and projects","kubernetes,python,swift,pytorch,c++"
855,DevOps Designer,"Responsible for node, sql, airflow, docker, pandas tasks and projects","node,sql,airflow,docker,pandas"
856,Business Analyst,"Responsible for nlp, pytorch, node, flask tasks and projects","nlp,pytorch,node,flask"
857,QA Administrator,"Responsible for javascript, kubernetes, numpy, pytorch, spark, adobe xd tasks and projects","javascript,kubernetes,numpy,pytorch,spark,adobe xd"
858,Data Designer,"Responsible for kubernetes, node, pandas tasks and projects","kubernetes,node,pandas"
859,Business Architect,"Responsible for numpy, django, css tasks and projects","numpy,django,css"
860,UI/UX Specialist,"Responsible for nlp, django, react tasks and projects","nlp,django,react"
861,AI Analyst,"Responsible for html, c++, pandas, javascript tasks and projects","html,c++,pandas,javascript"
862,Frontend Developer,"Responsible for html, java, swift tasks and projects","html,java,swift"
863,Cloud Analyst,"Responsible for numpy, azure, swift, tensorflow tasks and projects","numpy,azure,swift,tensorflow"
864,UI/UX Designer,"Responsible for kubernetes, solidity, figma, nlp tasks and projects","kubernetes,solidity,figma,nlp"
865,DevOps Analyst,"Responsible for java, adobe xd, docker, node tasks and projects","java,adobe xd,docker,node"
866,Data Architect,"Responsible for node, pandas, django tasks and projects","node,pandas,django"
867,DevOps Manager,"Responsible for flask, kubernetes, numpy, python, javascript, kotlin tasks and projects","flask,kubernetes,numpy,python,javascript,kotlin"
868,AI Specialist,"Responsible for docker, c++, adobe xd, git tasks and projects","docker,c++,adobe xd,git"
869,Game Engineer,"Responsible for kotlin, adobe xd, flutter, nlp, spark, java tasks and projects","kotlin,adobe xd,flutter,nlp,spark,java"
870,Embedded Manager,"Responsible for spark, c#, solidity, unity, javascript, numpy tasks and projects","spark,c#,solidity,unity,javascript,numpy"
871,Game Developer,"Responsible for unity, cloud, python, figma, flask, solidity tasks and projects","unity,cloud,python,figma,flask,solidity"
872,Embedded Analyst,"Responsible for airflow, solidity, python tasks and projects","airflow,solidity,python"
873,Business Administrator,"Responsible for figma, airflow, git, kubernetes tasks and projects","figma,airflow,git,kubernetes"
874,Embedded Architect,"Responsible for azure, c++, kubernetes tasks and projects","azure,c++,kubernetes"
875,Full Stack Specialist,"Responsible for azure, python, spark tasks and projects","azure,python,spark"
876,Blockchain Administrator,"Responsible for flask, c#, c++, numpy, unity, nlp tasks and projects","flask,c#,c++,numpy,unity,nlp"
877,Frontend Administrator,"Responsible for kubernetes, solidity, swift, javascript, pandas, flutter tasks and projects","kubernetes,solidity,swift,javascript,pandas,flutter"
878,Mobile Scientist,"Responsible for kubernetes, linux, airflow, numpy tasks and projects","kubernetes,linux,airflow,numpy"
879,Robotics Designer,"Responsible for javascript, unity, docker, aws tasks and projects","javascript,unity,docker,aws"
880,Robotics Developer,"Responsible for adobe xd, flutter, react, figma, sql, python tasks and projects","adobe xd,flutter,react,figma,sql,python"
881,Business Engineer,"Responsible for django, pandas, python tasks and projects","django,pandas,python"
882,DevOps Administrator,"Responsible for spark, html, flutter, adobe xd, c++ tasks and projects","spark,html,flutter,adobe xd,c++"
883,Mobile Developer,"Responsible for pytorch, git, python, react tasks and projects","pytorch,git,python,react"
884,Business Architect,"Responsible for python, flutter, pandas, node tasks and projects","python,flutter,pandas,node"
885,AI Manager,"Responsible for python, react, node, django tasks and projects","python,react,node,django"
886,Data Consultant,"Responsible for sql, nlp, django, pytorch, react tasks and projects","sql,nlp,django,pytorch,react"
887,Security Scientist,"Responsible for html, swift, linux, react, python tasks and projects","html,swift,linux,react,python"
888,Backend Manager,"Responsible for flutter, java, linux, azure, c++ tasks and projects","flutter,java,linux,azure,c++"
889,Marketing Developer,"Responsible for python, pytorch, adobe xd tasks and projects","python,pytorch,adobe xd"
890,Robotics Specialist,"Responsible for tensorflow, python, javascript, c# tasks and projects","tensorflow,python,javascript,c#"
891,Product Analyst,"Responsible for javascript, kubernetes, cloud, kotlin tasks and projects","javascript,kubernetes,cloud,kotlin"
892,Full Stack Administrator,"Responsible for c#, azure, css, node, swift tasks and projects","c#,azure,css,node,swift"
893,DevOps Specialist,"Responsible for pytorch, tensorflow, c#, figma tasks and projects","pytorch,tensorflow,c#,figma"
894,AI Specialist,"Responsible for git, c#, airflow, flutter, flask tasks and projects","git,c#,airflow,flutter,flask"
895,IoT Architect,"Responsible for css, react, flask, node, html tasks and projects","css,react,flask,node,html"
896,Machine Learning Designer,"Responsible for javascript, unity, swift tasks and projects","javascript,unity,swift"
897,Mobile Scientist,"Responsible for linux, java, pytorch, kubernetes, docker tasks and projects","linux,java,pytorch,kubernetes,docker"
898,Embedded Designer,"Responsible for kubernetes, html, adobe xd, flask tasks and projects","kubernetes,html,adobe xd,flask"
899,Data Specialist,"Responsible for spark, docker, swift tasks and projects","spark,docker,swift"
900,AI Specialist,"Responsible for javascript, cloud, flutter, c# tasks and projects","javascript,cloud,flutter,c#"
901,Frontend Manager,"Responsible for docker, c#, spark, javascript tasks and projects","docker,c#,spark,javascript"
902,DevOps Analyst,"Responsible for flutter, flask, spark, nlp tasks and projects","flutter,flask,spark,nlp"
903,Cloud Scientist,"Responsible for unity, airflow, python tasks and projects","unity,airflow,python"
904,Frontend Consultant,"Responsible for pandas, react, numpy, javascript, django, node tasks and projects","pandas,react,numpy,javascript,django,node"
905,Product Designer,"Responsible for react, adobe xd, swift tasks and projects","react,adobe xd,swift"
906,Backend Administrator,"Responsible for tensorflow, azure, kubernetes tasks and projects","tensorflow,azure,kubernetes"
907,Game Specialist,"Responsible for django, java, figma, flutter, tensorflow tasks and projects","django,java,figma,flutter,tensorflow"
908,Product Engineer,"Responsible for javascript, airflow, nlp, aws, django, css tasks and projects","javascript,airflow,nlp,aws,django,css"
909,Backend Analyst,"Responsible for linux, node, figma, docker, flask, c# tasks and projects","linux,node,figma,docker,flask,c#"
910,Frontend Manager,"Responsible for figma, azure, numpy, spark, solidity, pytorch tasks and projects","figma,azure,numpy,spark,solidity,pytorch"
911,IoT Administrator,"Responsible for python, tensorflow, c# tasks and projects","python,tensorflow,c#"
912,DevOps Administrator,"Responsible for css, sql, aws, html, flask, linux tasks and projects","css,sql,aws,html,flask,linux"
913,IoT Administrator,"Responsible for css, react, html tasks and projects","css,react,html"
914,Security Developer,"Responsible for linux, aws, flask, python, kubernetes, sql tasks and projects","linux,aws,flask,python,kubernetes,sql"
915,Backend Specialist,"Responsible for tensorflow, c++, node, swift tasks and projects","tensorflow,c++,node,swift"
916,Blockchain Engineer,"Responsible for tensorflow, cloud, docker, c# tasks and projects","tensorflow,cloud,docker,c#"
917,Business Consultant,"Responsible for azure, sql, kotlin, pandas tasks and projects","azure,sql,kotlin,pandas"
918,Data Consultant,"Responsible for react, cloud, numpy tasks and projects","react,cloud,numpy"
919,Robotics Developer,"Responsible for airflow, cloud, azure, sql, figma, nlp tasks and projects","airflow,cloud,azure,sql,figma,nlp"
920,Backend Administrator,"Responsible for unity, swift, numpy, node, linux, azure tasks and projects","unity,swift,numpy,node,linux,azure"
921,Backend Designer,"Responsible for nlp, linux, azure, git tasks and projects","nlp,linux,azure,git"
922,Backend Architect,"Responsible for sql, figma, css tasks and projects","sql,figma,css"
923,Mobile Administrator,"Responsible for tensorflow, java, pytorch tasks and projects","tensorflow,java,pytorch"
924,Robotics Developer,"Responsible for java, unity, aws, solidity, figma tasks and projects","java,unity,aws,solidity,figma"
925,IoT Manager,"Responsible for aws, c++, linux, airflow, git, adobe xd tasks and projects","aws,c++,linux,airflow,git,adobe xd"
926,Blockchain Analyst,"Responsible for kotlin, git, c#, pandas, flutter, javascript tasks and projects","kotlin,git,c#,pandas,flutter,javascript"
927,DevOps Analyst,"Responsible for unity, java, flutter, html, nlp, flask tasks and projects","unity,java,flutter,html,nlp,flask"
928,Backend Consultant,"Responsible for django, node, azure tasks and projects","django,node,azure"
929,Full Stack Architect,"Responsible for pandas, c++, spark, nlp, swift tasks and projects","pandas,c++,spark,nlp,swift"
930,IoT Developer,"Responsible for airflow, pandas, figma, flask, pytorch tasks and projects","airflow,pandas,figma,flask,pytorch"
931,Cloud Engineer,"Responsible for docker, kotlin, airflow, pytorch, pandas, solidity tasks and projects","docker,kotlin,airflow,pytorch,pandas,solidity"
932,Full Stack Scientist,"Responsible for spark, c++, aws tasks and projects","spark,c++,aws"
933,Frontend Scientist,"Responsible for figma, kotlin, cloud tasks and projects","figma,kotlin,cloud"
934,Machine Learning Manager,"Responsible for c#, adobe xd, swift, java, kubernetes, airflow tasks and projects","c#,adobe xd,swift,java,kubernetes,airflow"
935,Game Analyst,"Responsible for css, airflow, numpy, swift, flutter tasks and projects","css,airflow,numpy,swift,flutter"
936,Frontend Manager,"Responsible for c#, pandas, adobe xd tasks and projects","c#,pandas,adobe xd"
937,Embedded Architect,"Responsible for pytorch, azure, figma tasks and projects","pytorch,azure,figma"
938,Product Architect,"Responsible for swift, javascript, c++, html, numpy, docker tasks and projects","swift,javascript,c++,html,numpy,docker"
939,UI/UX Scientist,"Responsible for django, git, tensorflow tasks and projects","django,git,tensorflow"
940,Full Stack Consultant,"Responsible for pandas, adobe xd, c#, tensorflow, unity, airflow tasks and projects","pandas,adobe xd,c#,tensorflow,unity,airflow"
941,Product Architect,"Responsible for swift, docker, tensorflow, solidity tasks and projects","swift,docker,tensorflow,solidity"
942,Blockchain Engineer,"Responsible for css, adobe xd, solidity, git tasks and projects","css,adobe xd,solidity,git"
943,Blockchain Designer,"Responsible for html, react, sql, swift, git tasks and projects","html,react,sql,swift,git"
944,Product Specialist,"Responsible for kubernetes, cloud, linux, pytorch, nlp tasks and projects","kubernetes,cloud,linux,pytorch,nlp"
945,Security Architect,"Responsible for airflow, css, kubernetes, spark tasks and projects","airflow,css,kubernetes,spark"
946,Mobile Consultant,"Responsible for solidity, airflow, unity, c# tasks and projects","solidity,airflow,unity,c#"
947,Embedded Specialist,"Responsible for c#, numpy, azure, javascript, flask, react tasks and projects","c#,numpy,azure,javascript,flask,react"
948,Business Specialist,"Responsible for pytorch, airflow, node, css, cloud, kubernetes tasks and projects","pytorch,airflow,node,css,cloud,kubernetes"
949,AI Administrator,"Responsible for python, aws, spark tasks and projects","python,aws,spark"
950,Blockchain Administrator,"Responsible for linux, flutter, html, sql tasks and projects","linux,flutter,html,sql"
951,Machine Learning Scientist,"Responsible for git, java, numpy, tensorflow tasks and projects","git,java,numpy,tensorflow"
952,Robotics Engineer,"Responsible for flask, python, solidity tasks and projects","flask,python,solidity"
953,Business Consultant,"Responsible for c++, kotlin, unity, swift tasks and projects","c++,kotlin,unity,swift"
954,UI/UX Developer,"Responsible for git, spark, python, react, numpy, pytorch tasks and projects","git,spark,python,react,numpy,pytorch"
955,Data Administrator,"Responsible for nlp, javascript, node, django, c#, tensorflow tasks and projects","nlp,javascript,node,django,c#,tensorflow"
956,QA Developer,"Responsible for django, unity, numpy, c# tasks and projects","django,unity,numpy,c#"
957,Game Analyst,"Responsible for c#, figma, airflow, solidity tasks and projects","c#,figma,airflow,solidity"
958,Frontend Designer,"Responsible for c++, spark, aws, git, javascript, docker tasks and projects","c++,spark,aws,git,javascript,docker"
959,Security Specialist,"Responsible for kotlin, css, unity, python, docker, solidity tasks and projects","kotlin,css,unity,python,docker,solidity"
960,Data Administrator,"Responsible for adobe xd, git, swift, tensorflow, pandas, kotlin tasks and projects","adobe xd,git,swift,tensorflow,pandas,kotlin"
961,Frontend Designer,"Responsible for spark, css, airflow tasks and projects","spark,css,airflow"
962,Game Manager,"Responsible for flask, react, javascript tasks and projects","flask,react,javascript"
963,Embedded Consultant,"Responsible for node, aws, figma, solidity, flutter tasks and projects","node,aws,figma,solidity,flutter"
964,Marketing Analyst,"Responsible for kubernetes, figma, html tasks and projects","kubernetes,figma,html"
965,Game Architect,"Responsible for javascript, flutter, kubernetes, airflow tasks and projects","javascript,flutter,kubernetes,airflow"
966,Full Stack Consultant,"Responsible for git, unity, c++, figma, kotlin, azure tasks and projects","git,unity,c++,figma,kotlin,azure"
967,DevOps Developer,"Responsible for node, airflow, figma, c++ tasks and projects","node,airflow,figma,c++"
968,Backend Designer,"Responsible for docker, linux, django tasks and projects","docker,linux,django"
969,Robotics Administrator,"Responsible for sql, aws, c#, git, figma, airflow tasks and projects","sql,aws,c#,git,figma,airflow"
970,Data Consultant,"Responsible for figma, airflow, c#, azure, kotlin, unity tasks and projects","figma,airflow,c#,azure,kotlin,unity"
971,Game Designer,"Responsible for azure, solidity, aws, airflow tasks and projects","azure,solidity,aws,airflow"
972,Data Administrator,"Responsible for css, javascript, docker, pandas, html tasks and projects","css,javascript,docker,pandas,html"
973,Full Stack Developer,"Responsible for css, unity, flask, javascript, docker, sql tasks and projects","css,unity,flask,javascript,docker,sql"
974,Backend Analyst,"Responsible for c++, pandas, c#, aws, flutter, javascript tasks and projects","c++,pandas,c#,aws,flutter,javascript"
975,Frontend Developer,"Responsible for airflow, pandas, django tasks and projects","airflow,pandas,django"
976,Marketing Engineer,"Responsible for kubernetes, tensorflow, pandas, javascript, react, git tasks and projects","kubernetes,tensorflow,pandas,javascript,react,git"
977,Marketing Consultant,"Responsible for react, docker, kubernetes tasks and projects","react,docker,kubernetes"
978,DevOps Developer,"Responsible for django, unity, css, react, solidity tasks and projects","django,unity,css,react,solidity"
979,Data Specialist,"Responsible for docker, python, swift, figma, c#, airflow tasks and projects","docker,python,swift,figma,c#,airflow"
980,Robotics Consultant,"Responsible for azure, kubernetes, flutter tasks and projects","azure,kubernetes,flutter"
981,Cloud Developer,"Responsible for airflow, kubernetes, pandas, css tasks and projects","airflow,kubernetes,pandas,css"
982,QA Scientist,"Responsible for css, cloud, node tasks and projects","css,cloud,node"
983,Product Consultant,"Responsible for javascript, flutter, java, spark tasks and projects","javascript,flutter,java,spark"
984,Machine Learning Developer,"Responsible for django, pandas, kotlin tasks and projects","django,pandas,kotlin"
985,UI/UX Engineer,"Responsible for kubernetes, c++, linux tasks and projects","kubernetes,c++,linux"
986,Machine Learning Consultant,"Responsible for django, numpy, azure, java tasks and projects","django,numpy,azure,java"
987,Data Manager,"Responsible for linux, django, node tasks and projects","linux,django,node"
988,Robotics Analyst,"Responsible for airflow, c++, azure, c#, react, java tasks and projects","airflow,c++,azure,c#,react,java"
989,Business Specialist,"Responsible for spark, kubernetes, docker, pytorch tasks and projects","spark,kubernetes,docker,pytorch"
990,Mobile Manager,"Responsible for javascript, tensorflow, sql, c#, flask tasks and projects","javascript,tensorflow,sql,c#,flask"
991,Data Architect,"Responsible for solidity, adobe xd, azure, cloud, node tasks and projects","solidity,adobe xd,azure,cloud,node"
992,Blockchain Developer,"Responsible for java, c++, numpy, solidity tasks and projects","java,c++,numpy,solidity"
993,Backend Manager,"Responsible for java, git, django, unity tasks and projects","java,git,django,unity"
994,Full Stack Specialist,"Responsible for react, aws, cloud, flask, html tasks and projects","react,aws,cloud,flask,html"
995,Marketing Manager,"Responsible for css, docker, figma tasks and projects","css,docker,figma"
996,Embedded Consultant,"Responsible for aws, cloud, pytorch, tensorflow tasks and projects","aws,cloud,pytorch,tensorflow"
997,Business Designer,"Responsible for flutter, django, figma, aws, docker tasks and projects","flutter,django,figma,aws,docker"
998,Business Manager,"Responsible for flutter, azure, docker, airflow, django tasks and projects","flutter,azure,docker,airflow,django"
999,Game Engineer,"Responsible for flutter, javascript, tensorflow, react, linux tasks and projects","flutter,javascript,tensorflow,react,linux"
1000,Game Scientist,"Responsible for c#, python, spark, airflow, nlp, docker tasks and projects","c#,python,spark,airflow,nlp,docker"
1001,Frontend Engineer,"Build UI and user-facing features using JS frameworks","html,css,javascript,react"
1002,Backend Engineer,"Implement APIs and services using Python/Java or Node","python,django,flask,sql"
1003,Data Scientist,"Analyze data and build models using ML libraries","python,pandas,numpy,sklearn,tensorflow,pytorch"
1004,DevOps Engineer,"CI/CD, infra automation, containers","docker,kubernetes,aws,git"
1005,QA Engineer,"Write tests and ensure product quality","testing,automation,pytest,selenium"
1006,Product Manager,"Define product requirements and roadmap","communication,product strategy,stakeholder management"
